date,equity,positions,cash_weight
2022-05-24,5.076087692624783,10,0.0
2022-05-25,5.113755810113319,10,0.0
2022-05-26,5.180499545233985,10,0.0
2022-05-27,5.152010996855313,10,0.0
2022-05-30,5.364324671306491,10,0.0
2022-05-31,5.470675890708828,10,0.0
2022-06-01,5.567863860378503,10,0.0
2022-06-02,5.63342566274013,10,0.0
2022-06-03,5.718622309536721,10,0.0
2022-06-06,5.792132567646806,10,0.0
2022-06-07,5.792401578090848,10,0.0
2022-06-08,5.512162179404092,10,0.0
2022-06-09,5.591890388435262,10,0.0
2022-06-10,5.533449283965597,10,0.0
2022-06-13,5.501132764602993,10,0.0
2022-06-14,5.457490733558677,10,0.0
2022-06-15,5.598025721364759,10,0.0
2022-06-16,5.554303411552765,10,0.0
2022-06-17,5.583801683329634,10,0.0
2022-06-20,5.597117593639664,10,0.0
2022-06-21,5.689537201759182,10,0.0
2022-06-22,5.7145425492893205,10,0.0
2022-06-23,5.707735420224315,10,0.0
2022-06-24,5.795483464811099,10,0.0
2022-06-27,5.716297614488025,10,0.0
2022-06-28,5.60682054948893,10,0.0
2022-06-29,5.460605770030043,10,0.0
2022-06-30,5.53120352864928,10,0.0
2022-07-01,5.591026062479459,10,0.0
2022-07-04,5.47669330842159,10,0.0
2022-07-05,5.485532557268684,10,0.0
2022-07-06,5.577467025868455,10,0.0
2022-07-07,5.682103503547636,10,0.0
2022-07-08,5.709646353588683,10,0.0
2022-07-13,5.757003986703862,10,0.0
2022-07-14,5.802188046028075,10,0.0
2022-07-18,5.893810627974909,10,0.0
2022-07-19,5.980647165558087,10,0.0
2022-07-20,5.967175119052223,10,0.0
2022-07-21,5.961954940331455,10,0.0
2022-07-22,5.973615178026102,10,0.0
2022-07-25,6.03267287467013,10,0.0
2022-07-26,6.02509963214353,10,0.0
2022-07-27,6.100173103461596,10,0.0
2022-07-28,6.1654433917010385,10,0.0
2022-07-29,6.299807365358894,10,0.0
2022-08-01,6.523720012494991,10,0.0
2022-08-02,6.647074581787545,10,0.0
2022-08-03,6.724349783497617,10,0.0
2022-08-04,6.725559466380439,10,0.0
2022-08-05,6.8544675444561545,10,0.0
2022-08-08,6.979562934533095,10,0.0
2022-08-09,6.992992323208147,10,0.0
2022-08-10,7.016503103142293,10,0.0
2022-08-11,7.114620043857984,10,0.0
2022-08-12,7.094878516908987,10,0.0
2022-08-15,7.099956926787084,10,0.0
2022-08-16,7.270261158302523,10,0.0
2022-08-17,7.408392600765229,10,0.0
2022-08-18,7.507306020767328,10,0.0
2022-08-19,7.696706889635383,10,0.0
2022-08-22,7.81566930552921,10,0.0
2022-08-23,7.942954786461872,10,0.0
2022-08-24,7.8408139040421165,10,0.0
2022-08-25,7.934807412753279,10,0.0
2022-08-26,7.843884308650945,10,0.0
2022-08-29,7.955537784033757,10,0.0
2022-08-31,7.969297038651172,10,0.0
2022-09-01,7.888314972641065,10,0.0
2022-09-02,7.8972047982885725,10,0.0
2022-09-05,8.024231736177589,10,0.0
2022-09-06,7.959222421786969,10,0.0
2022-09-07,8.018177876779772,10,0.0
2022-09-08,8.016903583805943,10,0.0
2022-09-09,8.085617104092707,10,0.0
2022-09-12,8.290455124017019,10,0.0
2022-09-13,7.96321534528292,10,0.0
2022-09-14,8.190118718764305,10,0.0
2022-09-15,8.18492467272969,10,0.0
2022-09-16,8.323802043758116,10,0.0
2022-09-19,8.10751163730376,10,0.0
2022-09-20,8.293519988999368,10,0.0
2022-09-21,8.212472480090721,10,0.0
2022-09-22,8.346076305416842,10,0.0
2022-09-23,8.498278036519807,10,0.0
2022-09-26,8.60761771444906,10,0.0
2022-09-27,8.754970168452546,10,0.0
2022-09-28,8.746800711521932,10,0.0
2022-09-29,8.483567601129508,10,0.0
2022-09-30,8.764210372025484,10,0.0
2022-10-03,9.107615001580164,10,0.0
2022-10-04,9.500319363706662,10,0.0
2022-10-05,9.764255058574353,10,0.0
2022-10-06,9.855676436722213,10,0.0
2022-10-07,10.034346469526724,10,0.0
2022-10-10,10.285029535291597,10,0.0
2022-10-11,10.232069942159,10,0.0
2022-10-12,10.357238894277335,10,0.0
2022-10-13,10.60747648282435,10,0.0
2022-10-14,10.804791684152761,10,0.0
2022-10-17,11.188415622013395,10,0.0
2022-10-18,11.162260082718385,10,0.0
2022-10-19,11.179644012213403,10,0.0
2022-10-20,11.229741291212573,10,0.0
2022-10-21,11.30866361442093,10,0.0
2022-10-24,11.478604590714745,10,0.0
2022-10-25,11.569707999252493,10,0.0
2022-10-26,11.687626663203378,10,0.0
2022-10-27,11.781659669867365,10,0.0
2022-10-28,11.713938558856439,10,0.0
2022-10-31,12.147663905209356,10,0.0
2022-11-01,12.66609600481383,10,0.0
2022-11-02,12.65351940465448,10,0.0
2022-11-03,13.016465717862575,10,0.0
2022-11-04,13.261816500579904,10,0.0
2022-11-07,13.44981158772442,10,0.0
2022-11-08,13.84149519552706,10,0.0
2022-11-09,14.47822441893176,10,0.0
2022-11-10,14.603496725048155,10,0.0
2022-11-11,15.126445097016404,10,0.0
2022-11-14,16.017283610447656,10,0.0
2022-11-15,16.62426464645602,10,0.0
2022-11-16,17.3069410187843,10,0.0
2022-11-17,16.202676432164814,10,0.0
2022-11-18,15.414190388632846,10,0.0
2022-11-21,15.269294511613776,10,0.0
2022-11-22,16.278211397881147,10,0.0
2022-11-23,16.299653200650052,10,0.0
2022-11-24,15.715479772973955,10,0.0
2022-11-25,15.109000821466578,10,0.0
2022-11-28,15.154014174503125,10,0.0
2022-11-29,15.231879153429023,10,0.0
2022-11-30,15.032829663344371,10,0.0
2022-12-01,15.451321633196098,10,0.0
2022-12-02,15.315017061769714,10,0.0
2022-12-05,15.04163161363367,10,0.0
2022-12-06,15.306789148371715,10,0.0
2022-12-07,15.01313371357803,10,0.0
2022-12-08,15.080933838878316,10,0.0
2022-12-09,15.904117318632148,10,0.0
2022-12-12,16.558952890518086,10,0.0
2022-12-13,16.402280462219814,10,0.0
2022-12-14,15.658343772098647,10,0.0
2022-12-15,15.856465405359092,10,0.0
2022-12-16,15.644155605547997,10,0.0
2022-12-19,16.227671107631068,10,0.0
2022-12-20,16.40949059865188,10,0.0
2022-12-21,16.5025910404175,10,0.0
2022-12-22,16.537436739048143,10,0.0
2022-12-23,16.258570240341122,10,0.0
2022-12-26,15.94688695092712,10,0.0
2022-12-27,15.429891857562515,10,0.0
2022-12-28,15.129069218136333,10,0.0
2022-12-29,15.618965502214433,10,0.0
2022-12-30,15.51965112631122,10,0.0
2023-01-02,16.029514018954465,10,0.0
2023-01-03,15.602073478737466,10,0.0
2023-01-04,15.129712184819871,10,0.0
2023-01-05,14.471910623092558,10,0.0
2023-01-06,14.712313417725667,10,0.0
2023-01-09,14.411260267882295,10,0.0
2023-01-10,13.972109547102198,10,0.0
2023-01-11,13.33006226950842,10,0.0
2023-01-12,13.929744199241803,10,0.0
2023-01-13,14.441160021454667,10,0.0
2023-01-16,15.04370827309812,10,0.0
2023-01-17,15.439458168785958,10,0.0
2023-01-18,15.729263600270212,10,0.0
